Country,Category,Description,Units,Year,Month,Quantity,Value,M2
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,6324,2248169,127112
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,6861,2090318,137906
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,7381,2744313,148358
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,4372,2522338,87877
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,7136,2962946,143434
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,9140,3132709,183714
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,7585,2588779,152459
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,4558,2701729,91616
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,9326,3208832,187453
Italy,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,6162,3173002,123856
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,180,179737,3618
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,243,169181,4884
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,620,260508,12462
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,210,170474,4221
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,509,135040,10231
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,490,119796,9849
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,302,107303,6070
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,357,169727,7176
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,942,204891,18934
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,530,126112,10653
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,401,148070,8060
Japan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,415,97983,8342
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,117,23447,2352
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,10,2208,201
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,67,11874,1347
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,1056,211432,21226
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,620,124521,12462
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,74,15308,1487
Jordan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,57,12678,1146
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,22257,1238760,447366
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,10911,648567,219311
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,31739,1243131,637954
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,20899,1252163,420070
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,17720,1173011,356172
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,13714,987173,275651
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,19504,1359425,392030
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,22482,1523919,451888
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,18599,1441710,373840
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,19145,1513454,384815
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,43632,3054658,877003
Kenya,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,23527,1534035,472893
Kuwait,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,2,2300,40
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,12,4290,241
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,186,8055,3739
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,10,2789,201
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,5,1583,101
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,12,4383,241
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,8,3741,161
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,2,2551,40
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,14,6520,281
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,47,11494,945
Laos,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,55,2129,1106
Latvia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,5,3764,101
Latvia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,2,310,40
Latvia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,1,288,20
Latvia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,2,882,40
Latvia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,1,450,20
Latvia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,4,1018,80
Lebanon,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,40,2820,804
Lebanon,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,32,7289,643
Liberia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,4,430,80
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,33,7131,663
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,17,8358,342
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,481,63918,9668
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,78,33447,1568
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,74,29072,1487
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,101,50178,2030
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,76,42348,1528
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,47,19888,945
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,58,26381,1166
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,169,76463,3397
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,212,86161,4261
Lithuania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,151,55448,3035
Macau,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,9,10463,181
Macau,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,2,1750,40
Macau,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,3,503,60
Macau,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,2,512,40
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,19871,2737109,399407
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,7577,1009952,152298
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,9905,1485890,199091
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,13954,1649736,280475
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,10587,1436000,212799
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,9222,1208508,185362
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,7157,1012131,143856
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,13743,1982052,276234
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,19441,2600882,390764
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,26369,4323573,530017
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,19473,2438855,391407
Madagascar,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,16842,2396389,338524
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,4294,636416,86309
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,21,1592,422
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,922,114677,18532
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,414,8188,8321
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,479,58125,9628
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,617,15982,12402
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,1853,54836,37245
Malaysia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,34,5162,683
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,5,441,101
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,6,492,121
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,5,453,101
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,11,921,221
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,10,753,201
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,14,1128,281
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,8,636,161
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,9,684,181
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,4,300,80
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,9,738,181
Mali,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,4,366,80
Mauritania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,2,1248,40
Mauritania,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,14,6068,281
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,22736,3354032,456994
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,8400,1953125,168840
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,4775,1004715,95978
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,4896,1077966,98410
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,8860,1635831,178086
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,9365,1541644,188237
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,3712,775252,74611
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,14021,3459328,281822
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,4135,997820,83114
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,8732,2316726,175513
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,8249,2024152,165805
Mauritius,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,4154,1052341,83495
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,22979,3334968,461878
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,15210,2835284,305721
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,25592,4310676,514399
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,26072,4643702,524047
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,22995,4394587,462200
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,30251,5879244,608045
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,33727,5884733,677913
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,33362,5766632,670576
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,29753,5489642,598035
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,26289,4722382,528409
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,20409,3672840,410221
Mexico,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,22353,4335978,449295
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,1,448,20
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,2,641,40
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,4,880,80
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,1,728,20
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,1,4290,20
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,2,635,40
Moldova,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,1,728,20
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,1775,298028,35678
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,535,117358,10754
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,2456,457516,49366
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,4656,738569,93586
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,4261,761125,85646
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,3941,652789,79214
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,4500,826926,90450
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,3906,589083,78511
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,2259,438380,45406
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,3631,785322,72983
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,825,136147,16583
Morocco,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,2040,370996,41004
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,1524,105655,30632
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,20,944,402
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,8,280,161
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,2079,137241,41788
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,584,43397,11738
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,604,23629,12140
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,444,34786,8924
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,40,1736,804
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,1958,141729,39356
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,290,24032,5829
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,409,25811,8221
Nepal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,90,3644,1809
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,24,11217,482
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,6,1793,121
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,6,6247,121
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,4,5287,80
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,1,443,20
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,9,2538,181
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,8,4190,161
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,7,3144,141
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,2,1478,40
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,38,8577,764
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,2,649,40
Netherlands,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,23,7042,462
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,24026,2660772,482923
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,7499,1430667,150730
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,16391,2374670,329459
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,16598,2328959,333620
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,17990,2515165,361599
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,31085,3726242,624809
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,50315,5371202,1011332
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,68643,7730095,1379724
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,94722,8446729,1903912
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,64497,6393132,1296390
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,50070,5813729,1006407
Nicaragua,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,21199,3449052,426100
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,1,330,20
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,27,409,543
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,120,4532,2412
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,28,3424,563
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,88,4700,1769
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,25,4852,503
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,84,4484,1688
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,1,285,20
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,17,1080,342
Nigeria,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,92,3800,1849
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,933,40305,18753
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,1013,38373,20361
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,24,9718,482
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,198,23776,3980
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,133,35503,2673
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,17,5767,342
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,2838,109545,57044
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,3765,132139,75677
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,3687,103113,74109
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,721,35555,14492
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,3358,106656,67496
North Macedonia,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,17,5230,342
Norway,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,6,622,121
Oman,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,4,265,80
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,5374,286396,108017
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,2853,182386,57345
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,6699,314123,134650
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,1480,130945,29748
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,8685,374529,174569
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,12285,568976,246929
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,12766,536442,256597
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,19776,803795,397498
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,10931,487293,219713
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,12019,515648,241582
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,6999,352647,140680
Pakistan,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,4537,247057,91194
Panama,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,11,2864,221
Panama,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,12,3323,241
Panama,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,13,3531,261
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,1594,128800,32039
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,2447,168885,49185
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,2243,185252,45084
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,1033,170913,20763
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,2365,490469,47537
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,1913,187578,38451
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,1521,209015,30572
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,1410,213671,28341
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,1580,174689,31758
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,1233,174775,24783
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,1951,226159,39215
Peru,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,2398,279094,48200
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,4966,731763,99817
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,4920,544769,98892
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,9747,885334,195915
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,4686,604531,94189
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,5502,528204,110590
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,4203,653992,84480
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,7026,989872,141223
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,13064,1193461,262586
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,10801,1283906,217100
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,6925,549963,139193
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,11890,1613292,238989
Philippines,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,3428,489424,68903
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,104,35060,2090
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,150,81993,3015
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,248,122813,4985
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,158,73352,3176
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,228,54779,4583
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,81,43676,1628
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,7,326,150832,6553
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,8,901,202596,18110
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,9,167,96383,3357
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,10,867,346867,17427
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,11,824,429440,16562
Poland,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,12,242,119890,4864
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,1,2602,574154,52300
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,2,1419,465135,28522
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,3,4162,1067247,83656
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,4,3728,573821,74933
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,5,2649,586469,53245
Portugal,340,"Doz M&B COTTON SHIRTS, NOT KNIT",DOZ,2021,6,2474,687997,49727
